frame,t,lat,lon,row,col
67,2.2333333333333334,50.02908935546875,30.02091064453125,856,856
68,2.2666666666666666,50.02889404296875,30.02110595703125,864,864
69,2.3,50.02869873046875,30.02130126953125,872,872
70,2.3333333333333335,50.02850341796875,30.02149658203125,880,880
71,2.3666666666666667,50.028308105468746,30.02169189453125,888,888
72,2.4,50.02811279296875,30.02188720703125,896,896
73,2.433333333333333,50.02791748046875,30.02208251953125,904,904
74,2.466666666666667,50.02772216796875,30.02227783203125,912,912
75,2.5,50.02752685546875,30.02247314453125,920,920
76,2.533333333333333,50.027331542968746,30.02266845703125,928,928
77,2.566666666666667,50.02713623046875,30.02286376953125,936,936
78,2.6,50.02694091796875,30.02305908203125,944,944
79,2.6333333333333333,50.02674560546875,30.02325439453125,952,952
80,2.6666666666666665,50.02655029296875,30.02344970703125,960,960
81,2.7,50.026354980468746,30.02364501953125,968,968
82,2.7333333333333334,50.02615966796875,30.02384033203125,976,976
83,2.7666666666666666,50.02596435546875,30.02403564453125,984,984
84,2.8,50.02576904296875,30.02423095703125,992,992
85,2.8333333333333335,50.02557373046875,30.02442626953125,1000,1000
86,2.8666666666666667,50.025378417968746,30.02462158203125,1008,1008
87,2.9,50.02518310546875,30.02481689453125,1016,1016
88,2.933333333333333,50.02498779296875,30.02501220703125,1024,1024
89,2.966666666666667,50.02479248046875,30.02520751953125,1032,1032
90,3.0,50.02459716796875,30.02540283203125,1040,1040
91,3.033333333333333,50.024401855468746,30.02559814453125,1048,1048
92,3.066666666666667,50.02420654296875,30.025793457031252,1056,1056
93,3.1,50.02401123046875,30.02598876953125,1064,1064
94,3.1333333333333333,50.02381591796875,30.02618408203125,1072,1072
95,3.1666666666666665,50.02362060546875,30.02637939453125,1080,1080
96,3.2,50.023425292968746,30.02657470703125,1088,1088
97,3.2333333333333334,50.02322998046875,30.026770019531252,1096,1096
98,3.2666666666666666,50.02303466796875,30.02696533203125,1104,1104
99,3.3,50.02283935546875,30.02716064453125,1112,1112
100,3.3333333333333335,50.02264404296875,30.02735595703125,1120,1120
101,3.3666666666666667,50.022448730468746,30.02755126953125,1128,1128
102,3.4,50.02225341796875,30.027746582031252,1136,1136
103,3.433333333333333,50.02205810546875,30.02794189453125,1144,1144
104,3.466666666666667,50.02186279296875,30.02813720703125,1152,1152
105,3.5,50.02166748046875,30.02833251953125,1160,1160
106,3.533333333333333,50.021472167968746,30.02852783203125,1168,1168
107,3.566666666666667,50.02127685546875,30.028723144531252,1176,1176
108,3.6,50.02108154296875,30.02891845703125,1184,1184
109,3.6333333333333333,50.02088623046875,30.02911376953125,1192,1192
110,3.6666666666666665,50.02069091796875,30.02930908203125,1200,1200
111,3.7,50.020495605468746,30.02950439453125,1208,1208
112,3.7333333333333334,50.02030029296875,30.029699707031252,1216,1216
113,3.7666666666666666,50.02010498046875,30.02989501953125,1224,1224
114,3.8,50.01990966796875,30.03009033203125,1232,1232
115,3.8333333333333335,50.01971435546875,30.03028564453125,1240,1240
116,3.8666666666666667,50.019519042968746,30.03048095703125,1248,1248
117,3.9,50.01932373046875,30.030676269531252,1256,1256
118,3.933333333333333,50.01912841796875,30.03087158203125,1264,1264
119,3.966666666666667,50.01893310546875,30.03106689453125,1272,1272
120,4.0,50.01873779296875,30.03126220703125,1280,1280
121,4.033333333333333,50.018542480468746,30.03145751953125,1288,1288
122,4.066666666666666,50.01834716796875,30.031652832031252,1296,1296
123,4.1,50.01815185546875,30.03184814453125,1304,1304
124,4.133333333333334,50.01795654296875,30.03204345703125,1312,1312
125,4.166666666666667,50.01776123046875,30.03223876953125,1320,1320
126,4.2,50.017565917968746,30.03243408203125,1328,1328
127,4.233333333333333,50.01737060546875,30.032629394531252,1336,1336
128,4.266666666666667,50.01717529296875,30.03282470703125,1344,1344
129,4.3,50.01697998046875,30.03302001953125,1352,1352
130,4.333333333333333,50.01678466796875,30.03321533203125,1360,1360
131,4.366666666666666,50.016589355468746,30.03341064453125,1368,1368
132,4.4,50.01639404296875,30.033605957031252,1376,1376
133,4.433333333333334,50.01619873046875,30.03380126953125,1384,1384
134,4.466666666666667,50.01600341796875,30.03399658203125,1392,1392
135,4.5,50.01580810546875,30.03419189453125,1400,1400
136,4.533333333333333,50.015612792968746,30.03438720703125,1408,1408
137,4.566666666666666,50.01541748046875,30.034582519531252,1416,1416
138,4.6,50.01522216796875,30.03477783203125,1424,1424
139,4.633333333333334,50.01502685546875,30.03497314453125,1432,1432
140,4.666666666666667,50.01483154296875,30.03516845703125,1440,1440
141,4.7,50.014636230468746,30.03536376953125,1448,1448
142,4.733333333333333,50.01444091796875,30.035559082031252,1456,1456
143,4.766666666666667,50.01424560546875,30.03575439453125,1464,1464
144,4.8,50.01405029296875,30.03594970703125,1472,1472
145,4.833333333333333,50.01385498046875,30.03614501953125,1480,1480
146,4.866666666666666,50.013659667968746,30.03634033203125,1488,1488
147,4.9,50.01346435546875,30.036535644531252,1496,1496
148,4.933333333333334,50.01326904296875,30.03673095703125,1504,1504
149,4.966666666666667,50.01307373046875,30.03692626953125,1512,1512
150,5.0,50.01287841796875,30.03712158203125,1520,1520
151,5.033333333333333,50.012683105468746,30.03731689453125,1528,1528
152,5.066666666666666,50.01248779296875,30.037512207031252,1536,1536
153,5.1,50.01229248046875,30.03770751953125,1544,1544
154,5.133333333333334,50.01209716796875,30.03790283203125,1552,1552
155,5.166666666666667,50.01190185546875,30.03809814453125,1560,1560
156,5.2,50.01170654296875,30.03829345703125,1568,1568
157,5.233333333333333,50.01151123046875,30.038488769531252,1576,1576
158,5.266666666666667,50.01131591796875,30.03868408203125,1584,1584
159,5.3,50.01112060546875,30.03887939453125,1592,1592
160,5.333333333333333,50.01092529296875,30.03907470703125,1600,1600
161,5.366666666666666,50.01072998046875,30.03927001953125,1608,1608
162,5.4,50.01053466796875,30.039465332031252,1616,1616
163,5.433333333333334,50.01033935546875,30.03966064453125,1624,1624
164,5.466666666666667,50.01014404296875,30.03985595703125,1632,1632
165,5.5,50.00994873046875,30.04005126953125,1640,1640
166,5.533333333333333,50.00975341796875,30.04024658203125,1648,1648
167,5.566666666666666,50.00955810546875,30.040441894531252,1656,1656
168,5.6,50.00936279296875,30.04063720703125,1664,1664
169,5.633333333333334,50.00916748046875,30.04083251953125,1672,1672
170,5.666666666666667,50.00897216796875,30.04102783203125,1680,1680
171,5.7,50.00877685546875,30.04122314453125,1688,1688
172,5.733333333333333,50.00858154296875,30.041418457031252,1696,1696
173,5.766666666666667,50.00838623046875,30.04161376953125,1704,1704
174,5.8,50.00819091796875,30.04180908203125,1712,1712
175,5.833333333333333,50.00799560546875,30.04200439453125,1720,1720
