frame,condition,path
56,clear,degraded/clear/frame_00056.png
56,smoke,degraded/smoke/frame_00056.png
56,low_light,degraded/low_light/frame_00056.png
56,snow,degraded/snow/frame_00056.png
56,textureless,degraded/textureless/frame_00056.png
57,clear,degraded/clear/frame_00057.png
57,smoke,degraded/smoke/frame_00057.png
57,low_light,degraded/low_light/frame_00057.png
57,snow,degraded/snow/frame_00057.png
57,textureless,degraded/textureless/frame_00057.png
58,clear,degraded/clear/frame_00058.png
58,smoke,degraded/smoke/frame_00058.png
58,low_light,degraded/low_light/frame_00058.png
58,snow,degraded/snow/frame_00058.png
58,textureless,degraded/textureless/frame_00058.png
59,clear,degraded/clear/frame_00059.png
59,smoke,degraded/smoke/frame_00059.png
59,low_light,degraded/low_light/frame_00059.png
59,snow,degraded/snow/frame_00059.png
59,textureless,degraded/textureless/frame_00059.png
60,clear,degraded/clear/frame_00060.png
60,smoke,degraded/smoke/frame_00060.png
60,low_light,degraded/low_light/frame_00060.png
60,snow,degraded/snow/frame_00060.png
60,textureless,degraded/textureless/frame_00060.png
61,clear,degraded/clear/frame_00061.png
61,smoke,degraded/smoke/frame_00061.png
61,low_light,degraded/low_light/frame_00061.png
61,snow,degraded/snow/frame_00061.png
61,textureless,degraded/textureless/frame_00061.png
62,clear,degraded/clear/frame_00062.png
62,smoke,degraded/smoke/frame_00062.png
62,low_light,degraded/low_light/frame_00062.png
62,snow,degraded/snow/frame_00062.png
62,textureless,degraded/textureless/frame_00062.png
63,clear,degraded/clear/frame_00063.png
63,smoke,degraded/smoke/frame_00063.png
63,low_light,degraded/low_light/frame_00063.png
63,snow,degraded/snow/frame_00063.png
63,textureless,degraded/textureless/frame_00063.png
64,clear,degraded/clear/frame_00064.png
64,smoke,degraded/smoke/frame_00064.png
64,low_light,degraded/low_light/frame_00064.png
64,snow,degraded/snow/frame_00064.png
64,textureless,degraded/textureless/frame_00064.png
65,clear,degraded/clear/frame_00065.png
65,smoke,degraded/smoke/frame_00065.png
65,low_light,degraded/low_light/frame_00065.png
65,snow,degraded/snow/frame_00065.png
65,textureless,degraded/textureless/frame_00065.png
66,clear,degraded/clear/frame_00066.png
66,smoke,degraded/smoke/frame_00066.png
66,low_light,degraded/low_light/frame_00066.png
66,snow,degraded/snow/frame_00066.png
66,textureless,degraded/textureless/frame_00066.png
67,clear,degraded/clear/frame_00067.png
67,smoke,degraded/smoke/frame_00067.png
67,low_light,degraded/low_light/frame_00067.png
67,snow,degraded/snow/frame_00067.png
67,textureless,degraded/textureless/frame_00067.png
68,clear,degraded/clear/frame_00068.png
68,smoke,degraded/smoke/frame_00068.png
68,low_light,degraded/low_light/frame_00068.png
68,snow,degraded/snow/frame_00068.png
68,textureless,degraded/textureless/frame_00068.png
69,clear,degraded/clear/frame_00069.png
69,smoke,degraded/smoke/frame_00069.png
69,low_light,degraded/low_light/frame_00069.png
69,snow,degraded/snow/frame_00069.png
69,textureless,degraded/textureless/frame_00069.png
70,clear,degraded/clear/frame_00070.png
70,smoke,degraded/smoke/frame_00070.png
70,low_light,degraded/low_light/frame_00070.png
70,snow,degraded/snow/frame_00070.png
70,textureless,degraded/textureless/frame_00070.png
71,clear,degraded/clear/frame_00071.png
71,smoke,degraded/smoke/frame_00071.png
71,low_light,degraded/low_light/frame_00071.png
71,snow,degraded/snow/frame_00071.png
71,textureless,degraded/textureless/frame_00071.png
72,clear,degraded/clear/frame_00072.png
72,smoke,degraded/smoke/frame_00072.png
72,low_light,degraded/low_light/frame_00072.png
72,snow,degraded/snow/frame_00072.png
72,textureless,degraded/textureless/frame_00072.png
73,clear,degraded/clear/frame_00073.png
73,smoke,degraded/smoke/frame_00073.png
73,low_light,degraded/low_light/frame_00073.png
73,snow,degraded/snow/frame_00073.png
73,textureless,degraded/textureless/frame_00073.png
74,clear,degraded/clear/frame_00074.png
74,smoke,degraded/smoke/frame_00074.png
74,low_light,degraded/low_light/frame_00074.png
74,snow,degraded/snow/frame_00074.png
74,textureless,degraded/textureless/frame_00074.png
75,clear,degraded/clear/frame_00075.png
75,smoke,degraded/smoke/frame_00075.png
75,low_light,degraded/low_light/frame_00075.png
75,snow,degraded/snow/frame_00075.png
75,textureless,degraded/textureless/frame_00075.png
76,clear,degraded/clear/frame_00076.png
76,smoke,degraded/smoke/frame_00076.png
76,low_light,degraded/low_light/frame_00076.png
76,snow,degraded/snow/frame_00076.png
76,textureless,degraded/textureless/frame_00076.png
77,clear,degraded/clear/frame_00077.png
77,smoke,degraded/smoke/frame_00077.png
77,low_light,degraded/low_light/frame_00077.png
77,snow,degraded/snow/frame_00077.png
77,textureless,degraded/textureless/frame_00077.png
78,clear,degraded/clear/frame_00078.png
78,smoke,degraded/smoke/frame_00078.png
78,low_light,degraded/low_light/frame_00078.png
78,snow,degraded/snow/frame_00078.png
78,textureless,degraded/textureless/frame_00078.png
79,clear,degraded/clear/frame_00079.png
79,smoke,degraded/smoke/frame_00079.png
79,low_light,degraded/low_light/frame_00079.png
79,snow,degraded/snow/frame_00079.png
79,textureless,degraded/textureless/frame_00079.png
80,clear,degraded/clear/frame_00080.png
80,smoke,degraded/smoke/frame_00080.png
80,low_light,degraded/low_light/frame_00080.png
80,snow,degraded/snow/frame_00080.png
80,textureless,degraded/textureless/frame_00080.png
81,clear,degraded/clear/frame_00081.png
81,smoke,degraded/smoke/frame_00081.png
81,low_light,degraded/low_light/frame_00081.png
81,snow,degraded/snow/frame_00081.png
81,textureless,degraded/textureless/frame_00081.png
82,clear,degraded/clear/frame_00082.png
82,smoke,degraded/smoke/frame_00082.png
82,low_light,degraded/low_light/frame_00082.png
82,snow,degraded/snow/frame_00082.png
82,textureless,degraded/textureless/frame_00082.png
83,clear,degraded/clear/frame_00083.png
83,smoke,degraded/smoke/frame_00083.png
83,low_light,degraded/low_light/frame_00083.png
83,snow,degraded/snow/frame_00083.png
83,textureless,degraded/textureless/frame_00083.png
84,clear,degraded/clear/frame_00084.png
84,smoke,degraded/smoke/frame_00084.png
84,low_light,degraded/low_light/frame_00084.png
84,snow,degraded/snow/frame_00084.png
84,textureless,degraded/textureless/frame_00084.png
85,clear,degraded/clear/frame_00085.png
85,smoke,degraded/smoke/frame_00085.png
85,low_light,degraded/low_light/frame_00085.png
85,snow,degraded/snow/frame_00085.png
85,textureless,degraded/textureless/frame_00085.png
86,clear,degraded/clear/frame_00086.png
86,smoke,degraded/smoke/frame_00086.png
86,low_light,degraded/low_light/frame_00086.png
86,snow,degraded/snow/frame_00086.png
86,textureless,degraded/textureless/frame_00086.png
87,clear,degraded/clear/frame_00087.png
87,smoke,degraded/smoke/frame_00087.png
87,low_light,degraded/low_light/frame_00087.png
87,snow,degraded/snow/frame_00087.png
87,textureless,degraded/textureless/frame_00087.png
88,clear,degraded/clear/frame_00088.png
88,smoke,degraded/smoke/frame_00088.png
88,low_light,degraded/low_light/frame_00088.png
88,snow,degraded/snow/frame_00088.png
88,textureless,degraded/textureless/frame_00088.png
89,clear,degraded/clear/frame_00089.png
89,smoke,degraded/smoke/frame_00089.png
89,low_light,degraded/low_light/frame_00089.png
89,snow,degraded/snow/frame_00089.png
89,textureless,degraded/textureless/frame_00089.png
90,clear,degraded/clear/frame_00090.png
90,smoke,degraded/smoke/frame_00090.png
90,low_light,degraded/low_light/frame_00090.png
90,snow,degraded/snow/frame_00090.png
90,textureless,degraded/textureless/frame_00090.png
91,clear,degraded/clear/frame_00091.png
91,smoke,degraded/smoke/frame_00091.png
91,low_light,degraded/low_light/frame_00091.png
91,snow,degraded/snow/frame_00091.png
91,textureless,degraded/textureless/frame_00091.png
92,clear,degraded/clear/frame_00092.png
92,smoke,degraded/smoke/frame_00092.png
92,low_light,degraded/low_light/frame_00092.png
92,snow,degraded/snow/frame_00092.png
92,textureless,degraded/textureless/frame_00092.png
93,clear,degraded/clear/frame_00093.png
93,smoke,degraded/smoke/frame_00093.png
93,low_light,degraded/low_light/frame_00093.png
93,snow,degraded/snow/frame_00093.png
93,textureless,degraded/textureless/frame_00093.png
94,clear,degraded/clear/frame_00094.png
94,smoke,degraded/smoke/frame_00094.png
94,low_light,degraded/low_light/frame_00094.png
94,snow,degraded/snow/frame_00094.png
94,textureless,degraded/textureless/frame_00094.png
95,clear,degraded/clear/frame_00095.png
95,smoke,degraded/smoke/frame_00095.png
95,low_light,degraded/low_light/frame_00095.png
95,snow,degraded/snow/frame_00095.png
95,textureless,degraded/textureless/frame_00095.png
96,clear,degraded/clear/frame_00096.png
96,smoke,degraded/smoke/frame_00096.png
96,low_light,degraded/low_light/frame_00096.png
96,snow,degraded/snow/frame_00096.png
96,textureless,degraded/textureless/frame_00096.png
97,clear,degraded/clear/frame_00097.png
97,smoke,degraded/smoke/frame_00097.png
97,low_light,degraded/low_light/frame_00097.png
97,snow,degraded/snow/frame_00097.png
97,textureless,degraded/textureless/frame_00097.png
98,clear,degraded/clear/frame_00098.png
98,smoke,degraded/smoke/frame_00098.png
98,low_light,degraded/low_light/frame_00098.png
98,snow,degraded/snow/frame_00098.png
98,textureless,degraded/textureless/frame_00098.png
99,clear,degraded/clear/frame_00099.png
99,smoke,degraded/smoke/frame_00099.png
99,low_light,degraded/low_light/frame_00099.png
99,snow,degraded/snow/frame_00099.png
99,textureless,degraded/textureless/frame_00099.png
100,clear,degraded/clear/frame_00100.png
100,smoke,degraded/smoke/frame_00100.png
100,low_light,degraded/low_light/frame_00100.png
100,snow,degraded/snow/frame_00100.png
100,textureless,degraded/textureless/frame_00100.png
101,clear,degraded/clear/frame_00101.png
101,smoke,degraded/smoke/frame_00101.png
101,low_light,degraded/low_light/frame_00101.png
101,snow,degraded/snow/frame_00101.png
101,textureless,degraded/textureless/frame_00101.png
102,clear,degraded/clear/frame_00102.png
102,smoke,degraded/smoke/frame_00102.png
102,low_light,degraded/low_light/frame_00102.png
102,snow,degraded/snow/frame_00102.png
102,textureless,degraded/textureless/frame_00102.png
103,clear,degraded/clear/frame_00103.png
103,smoke,degraded/smoke/frame_00103.png
103,low_light,degraded/low_light/frame_00103.png
103,snow,degraded/snow/frame_00103.png
103,textureless,degraded/textureless/frame_00103.png
104,clear,degraded/clear/frame_00104.png
104,smoke,degraded/smoke/frame_00104.png
104,low_light,degraded/low_light/frame_00104.png
104,snow,degraded/snow/frame_00104.png
104,textureless,degraded/textureless/frame_00104.png
105,clear,degraded/clear/frame_00105.png
105,smoke,degraded/smoke/frame_00105.png
105,low_light,degraded/low_light/frame_00105.png
105,snow,degraded/snow/frame_00105.png
105,textureless,degraded/textureless/frame_00105.png
106,clear,degraded/clear/frame_00106.png
106,smoke,degraded/smoke/frame_00106.png
106,low_light,degraded/low_light/frame_00106.png
106,snow,degraded/snow/frame_00106.png
106,textureless,degraded/textureless/frame_00106.png
107,clear,degraded/clear/frame_00107.png
107,smoke,degraded/smoke/frame_00107.png
107,low_light,degraded/low_light/frame_00107.png
107,snow,degraded/snow/frame_00107.png
107,textureless,degraded/textureless/frame_00107.png
108,clear,degraded/clear/frame_00108.png
108,smoke,degraded/smoke/frame_00108.png
108,low_light,degraded/low_light/frame_00108.png
108,snow,degraded/snow/frame_00108.png
108,textureless,degraded/textureless/frame_00108.png
109,clear,degraded/clear/frame_00109.png
109,smoke,degraded/smoke/frame_00109.png
109,low_light,degraded/low_light/frame_00109.png
109,snow,degraded/snow/frame_00109.png
109,textureless,degraded/textureless/frame_00109.png
110,clear,degraded/clear/frame_00110.png
110,smoke,degraded/smoke/frame_00110.png
110,low_light,degraded/low_light/frame_00110.png
110,snow,degraded/snow/frame_00110.png
110,textureless,degraded/textureless/frame_00110.png
111,clear,degraded/clear/frame_00111.png
111,smoke,degraded/smoke/frame_00111.png
111,low_light,degraded/low_light/frame_00111.png
111,snow,degraded/snow/frame_00111.png
111,textureless,degraded/textureless/frame_00111.png
112,clear,degraded/clear/frame_00112.png
112,smoke,degraded/smoke/frame_00112.png
112,low_light,degraded/low_light/frame_00112.png
112,snow,degraded/snow/frame_00112.png
112,textureless,degraded/textureless/frame_00112.png
113,clear,degraded/clear/frame_00113.png
113,smoke,degraded/smoke/frame_00113.png
113,low_light,degraded/low_light/frame_00113.png
113,snow,degraded/snow/frame_00113.png
113,textureless,degraded/textureless/frame_00113.png
114,clear,degraded/clear/frame_00114.png
114,smoke,degraded/smoke/frame_00114.png
114,low_light,degraded/low_light/frame_00114.png
114,snow,degraded/snow/frame_00114.png
114,textureless,degraded/textureless/frame_00114.png
115,clear,degraded/clear/frame_00115.png
115,smoke,degraded/smoke/frame_00115.png
115,low_light,degraded/low_light/frame_00115.png
115,snow,degraded/snow/frame_00115.png
115,textureless,degraded/textureless/frame_00115.png
116,clear,degraded/clear/frame_00116.png
116,smoke,degraded/smoke/frame_00116.png
116,low_light,degraded/low_light/frame_00116.png
116,snow,degraded/snow/frame_00116.png
116,textureless,degraded/textureless/frame_00116.png
117,clear,degraded/clear/frame_00117.png
117,smoke,degraded/smoke/frame_00117.png
117,low_light,degraded/low_light/frame_00117.png
117,snow,degraded/snow/frame_00117.png
117,textureless,degraded/textureless/frame_00117.png
118,clear,degraded/clear/frame_00118.png
118,smoke,degraded/smoke/frame_00118.png
118,low_light,degraded/low_light/frame_00118.png
118,snow,degraded/snow/frame_00118.png
118,textureless,degraded/textureless/frame_00118.png
119,clear,degraded/clear/frame_00119.png
119,smoke,degraded/smoke/frame_00119.png
119,low_light,degraded/low_light/frame_00119.png
119,snow,degraded/snow/frame_00119.png
119,textureless,degraded/textureless/frame_00119.png
120,clear,degraded/clear/frame_00120.png
120,smoke,degraded/smoke/frame_00120.png
120,low_light,degraded/low_light/frame_00120.png
120,snow,degraded/snow/frame_00120.png
120,textureless,degraded/textureless/frame_00120.png
121,clear,degraded/clear/frame_00121.png
121,smoke,degraded/smoke/frame_00121.png
121,low_light,degraded/low_light/frame_00121.png
121,snow,degraded/snow/frame_00121.png
121,textureless,degraded/textureless/frame_00121.png
122,clear,degraded/clear/frame_00122.png
122,smoke,degraded/smoke/frame_00122.png
122,low_light,degraded/low_light/frame_00122.png
122,snow,degraded/snow/frame_00122.png
122,textureless,degraded/textureless/frame_00122.png
123,clear,degraded/clear/frame_00123.png
123,smoke,degraded/smoke/frame_00123.png
123,low_light,degraded/low_light/frame_00123.png
123,snow,degraded/snow/frame_00123.png
123,textureless,degraded/textureless/frame_00123.png
124,clear,degraded/clear/frame_00124.png
124,smoke,degraded/smoke/frame_00124.png
124,low_light,degraded/low_light/frame_00124.png
124,snow,degraded/snow/frame_00124.png
124,textureless,degraded/textureless/frame_00124.png
125,clear,degraded/clear/frame_00125.png
125,smoke,degraded/smoke/frame_00125.png
125,low_light,degraded/low_light/frame_00125.png
125,snow,degraded/snow/frame_00125.png
125,textureless,degraded/textureless/frame_00125.png
126,clear,degraded/clear/frame_00126.png
126,smoke,degraded/smoke/frame_00126.png
126,low_light,degraded/low_light/frame_00126.png
126,snow,degraded/snow/frame_00126.png
126,textureless,degraded/textureless/frame_00126.png
127,clear,degraded/clear/frame_00127.png
127,smoke,degraded/smoke/frame_00127.png
127,low_light,degraded/low_light/frame_00127.png
127,snow,degraded/snow/frame_00127.png
127,textureless,degraded/textureless/frame_00127.png
128,clear,degraded/clear/frame_00128.png
128,smoke,degraded/smoke/frame_00128.png
128,low_light,degraded/low_light/frame_00128.png
128,snow,degraded/snow/frame_00128.png
128,textureless,degraded/textureless/frame_00128.png
129,clear,degraded/clear/frame_00129.png
129,smoke,degraded/smoke/frame_00129.png
129,low_light,degraded/low_light/frame_00129.png
129,snow,degraded/snow/frame_00129.png
129,textureless,degraded/textureless/frame_00129.png
130,clear,degraded/clear/frame_00130.png
130,smoke,degraded/smoke/frame_00130.png
130,low_light,degraded/low_light/frame_00130.png
130,snow,degraded/snow/frame_00130.png
130,textureless,degraded/textureless/frame_00130.png
131,clear,degraded/clear/frame_00131.png
131,smoke,degraded/smoke/frame_00131.png
131,low_light,degraded/low_light/frame_00131.png
131,snow,degraded/snow/frame_00131.png
